ID,Region,District,Longitude,Latitude
5,Magway Region,Thayet District,94.5825054,19.8288297
5,Magway Region,Thayet District,94.5891837,19.8320452
5,Magway Region,Thayet District,94.5911625,19.8357554
5,Magway Region,Thayet District,94.593441,19.8372297
5,Magway Region,Thayet District,94.5936255,19.842016
5,Magway Region,Thayet District,94.5951275,19.8481285
5,Magway Region,Thayet District,94.6009831,19.8516418
5,Magway Region,Thayet District,94.6001049,19.8572046
5,Magway Region,Thayet District,94.6094738,19.8560335
5,Magway Region,Thayet District,94.6153293,19.8604252
5,Magway Region,Thayet District,94.622356,19.8674519
5,Magway Region,Thayet District,94.6276261,19.8706724
5,Magway Region,Thayet District,94.6351453,19.872951
5,Magway Region,Thayet District,94.6352521,19.8731592
5,Magway Region,Thayet District,94.6362232,19.8732776
5,Magway Region,Thayet District,94.6433545,19.8741472
5,Magway Region,Thayet District,94.6438161,19.8755055
5,Magway Region,Thayet District,94.6447771,19.8750662
5,Magway Region,Thayet District,94.64595,19.8790702
5,Magway Region,Thayet District,94.6449795,19.8844071
5,Magway Region,Thayet District,94.6433425,19.8940251
5,Magway Region,Thayet District,94.6464539,19.8949482
5,Magway Region,Thayet District,94.6488052,19.898134
5,Magway Region,Thayet District,94.6540545,19.8981877
5,Magway Region,Thayet District,94.654993,19.8995531
5,Magway Region,Thayet District,94.6564197,19.9000186
5,Magway Region,Thayet District,94.6573583,19.901384
5,Magway Region,Thayet District,94.6597347,19.9023111
5,Magway Region,Thayet District,94.6618707,19.9023331
5,Magway Region,Thayet District,94.6636703,19.9006334
5,Magway Region,Thayet District,94.670697,19.8938995
5,Magway Region,Thayet District,94.6765192,19.8957116
5,Magway Region,Thayet District,94.6779653,19.8943725
5,Magway Region,Thayet District,94.6789529,19.891672
5,Magway Region,Thayet District,94.6808606,19.8916912
5,Magway Region,Thayet District,94.6823026,19.8908025
5,Magway Region,Thayet District,94.6837711,19.8876587
5,Magway Region,Thayet District,94.6847321,19.8872163
5,Magway Region,Thayet District,94.6861893,19.8849734
5,Magway Region,Thayet District,94.6881041,19.8845421
5,Magway Region,Thayet District,94.6885964,19.8831919
5,Magway Region,Thayet District,94.6896363,19.8828748
5,Magway Region,Thayet District,94.6900343,19.8827535
5,Magway Region,Thayet District,94.6938497,19.8827949
5,Magway Region,Thayet District,94.6957869,19.8805559
5,Magway Region,Thayet District,94.6967907,19.8760507
5,Magway Region,Thayet District,94.6982285,19.8756124
5,Magway Region,Thayet District,94.6987207,19.8742652
5,Magway Region,Thayet District,94.7001515,19.8742772
5,Magway Region,Thayet District,94.7094739,19.876528
5,Magway Region,Thayet District,94.7177633,19.8787015
5,Magway Region,Thayet District,94.71776,19.8789694
5,Magway Region,Thayet District,94.7206174,19.8794499
5,Magway Region,Thayet District,94.7215632,19.8803648
5,Magway Region,Thayet District,94.7315847,19.8804642
5,Magway Region,Thayet District,94.7320535,19.881372
5,Magway Region,Thayet District,94.7348958,19.8832068
5,Magway Region,Thayet District,94.7387101,19.8836953
5,Magway Region,Thayet District,94.7415595,19.8850766
5,Magway Region,Thayet District,94.7450293,19.8851108
5,Magway Region,Thayet District,94.7549926,19.887682
5,Magway Region,Thayet District,94.7582271,19.8883289
5,Magway Region,Thayet District,94.7617851,19.8947979
5,Magway Region,Thayet District,94.7685775,19.9015903
5,Magway Region,Thayet District,94.7769872,19.9057951
5,Magway Region,Thayet District,94.7828884,19.9035431
5,Magway Region,Thayet District,94.7838534,19.9026503
5,Magway Region,Thayet District,94.7867261,19.9017733
5,Magway Region,Thayet District,94.7891139,19.9017962
5,Magway Region,Thayet District,94.7900829,19.9004499
5,Magway Region,Thayet District,94.790586,19.8981987
5,Magway Region,Thayet District,94.7920168,19.8982106
5,Magway Region,Thayet District,94.7925048,19.8973138
5,Magway Region,Thayet District,94.7953776,19.8964368
5,Magway Region,Thayet District,94.7958696,19.8950895
5,Magway Region,Thayet District,94.7987343,19.8951164
5,Magway Region,Thayet District,94.8001802,19.893774
5,Magway Region,Thayet District,94.8040178,19.8920041
5,Magway Region,Thayet District,94.8045822,19.8838824
5,Magway Region,Thayet District,94.8074508,19.8834588
5,Magway Region,Thayet District,94.8084199,19.8821124
5,Magway Region,Thayet District,94.8107924,19.8834896
5,Magway Region,Thayet District,94.8155537,19.8844391
5,Magway Region,Thayet District,94.8246245,19.8845233
5,Magway Region,Thayet District,94.8246135,19.8854272
5,Magway Region,Thayet District,94.8269861,19.8868043
5,Magway Region,Thayet District,94.8299136,19.8870621
5,Magway Region,Thayet District,94.8319734,19.890593
5,Magway Region,Thayet District,94.8300328,19.897062
5,Magway Region,Thayet District,94.8319734,19.903531
5,Magway Region,Thayet District,94.8365017,19.9096765
5,Magway Region,Thayet District,94.8365016,19.9206738
5,Magway Region,Thayet District,94.8436175,19.9219676
5,Magway Region,Thayet District,94.8481154,19.9208662
5,Magway Region,Thayet District,94.8495463,19.9208811
5,Magway Region,Thayet District,94.8543109,19.9218273
5,Magway Region,Thayet District,94.8581256,19.9223153
5,Magway Region,Thayet District,94.8600255,19.9232349
5,Magway Region,Thayet District,94.8595176,19.926393
5,Magway Region,Thayet District,94.8566378,19.9277207
5,Magway Region,Thayet District,94.8566068,19.9308796
5,Magway Region,Thayet District,94.8549382,19.9329648
5,Magway Region,Thayet District,94.8633479,19.9349055
5,Magway Region,Thayet District,94.8678762,19.9404041
5,Magway Region,Thayet District,94.8733748,19.9449324
5,Magway Region,Thayet District,94.8772562,19.9468731
5,Magway Region,Thayet District,94.8808449,19.9439745
5,Magway Region,Thayet District,94.8846416,19.9442343
5,Magway Region,Thayet District,94.8856065,19.9433383
5,Magway Region,Thayet District,94.8894323,19.9429222
5,Magway Region,Thayet District,94.8929198,19.9460263
5,Magway Region,Thayet District,94.8975311,19.9480026
5,Magway Region,Thayet District,94.9003857,19.9541509
5,Magway Region,Thayet District,94.9109257,19.9631538
5,Magway Region,Thayet District,94.914439,19.9697414
5,Magway Region,Thayet District,94.9214657,19.9798422
5,Magway Region,Thayet District,94.9273945,19.982038
5,Magway Region,Thayet District,94.9334546,19.9821491
5,Magway Region,Thayet District,94.9367918,19.9830833
5,Magway Region,Thayet District,94.9372845,19.9812795
5,Magway Region,Thayet District,94.9391916,19.9817485
5,Magway Region,Thayet District,94.9386879,19.9844532
5,Magway Region,Thayet District,94.9396419,19.984461
5,Magway Region,Thayet District,94.9401298,19.9835641
5,Magway Region,Thayet District,94.9406217,19.9822137
5,Magway Region,Thayet District,94.9415757,19.9822214
5,Magway Region,Thayet District,94.9415678,19.9831253
5,Magway Region,Thayet District,94.9429988,19.983137
5,Magway Region,Thayet District,94.9434907,19.9817866
5,Magway Region,Thayet District,94.9454096,19.9809013
5,Magway Region,Thayet District,94.9459242,19.9772928
5,Magway Region,Thayet District,94.9483122,19.9773122
5,Magway Region,Thayet District,94.9488049,19.9755114
5,Magway Region,Thayet District,94.9530882,19.9773541
5,Magway Region,Thayet District,94.9535386,19.9800696
5,Magway Region,Thayet District,94.9578376,19.9801046
5,Magway Region,Thayet District,94.9592953,19.9774076
5,Magway Region,Thayet District,94.9651629,19.980501
5,Magway Region,Thayet District,94.9699938,19.9809401
5,Magway Region,Thayet District,94.9717504,19.9848926
5,Magway Region,Thayet District,94.9759574,19.9834231
5,Magway Region,Thayet District,94.9778615,19.9838921
5,Magway Region,Thayet District,94.9807374,19.9830145
5,Magway Region,Thayet District,94.9817219,19.9798602
5,Magway Region,Thayet District,94.9836368,19.9794252
5,Magway Region,Thayet District,94.9841247,19.9785252
5,Magway Region,Thayet District,94.9874776,19.9776515
5,Magway Region,Thayet District,94.9893856,19.9776669
5,Magway Region,Thayet District,94.9893621,19.9803786
5,Magway Region,Thayet District,94.9922232,19.9808522
5,Magway Region,Thayet District,94.9921967,19.9835638
5,Magway Region,Thayet District,94.9926581,19.9853724
5,Magway Region,Thayet District,94.9945691,19.9853879
5,Magway Region,Thayet District,94.9945504,19.9871956
5,Magway Region,Thayet District,94.9935856,19.9880887
5,Magway Region,Thayet District,94.9935738,19.989443
5,Magway Region,Thayet District,94.995004,19.9899081
5,Magway Region,Thayet District,94.9940313,19.9917051
5,Magway Region,Thayet District,94.9940126,19.9935128
5,Magway Region,Thayet District,94.9947796,19.9936649
5,Magway Region,Thayet District,94.9963968,19.9939856
5,Magway Region,Thayet District,95.0006733,19.9962785
5,Magway Region,Thayet District,95.0011386,19.9976367
5,Magway Region,Thayet District,95.0020957,19.9976444
5,Magway Region,Thayet District,95.0044612,19.9999222
5,Magway Region,Thayet District,95.007443,19.9996339
5,Magway Region,Thayet District,95.0087643,19.9995062
5,Magway Region,Thayet District,95.0092561,19.9981557
5,Magway Region,Thayet District,95.0107018,19.996813
5,Magway Region,Thayet District,95.0107535,19.9966713
5,Magway Region,Thayet District,95.0104338,19.9916631
5,Magway Region,Thayet District,95.0189244,19.9840509
5,Magway Region,Thayet District,95.0400027,19.9794478
5,Magway Region,Thayet District,95.0482022,19.9708759
5,Magway Region,Thayet District,95.0540578,19.966777
5,Magway Region,Thayet District,95.0572783,19.9559442
5,Magway Region,Thayet District,95.048495,19.9404269
5,Magway Region,Thayet District,95.0385405,19.9278374
5,Magway Region,Thayet District,95.0405751,19.9171316
5,Magway Region,Thayet District,95.0434965,19.9112869
5,Magway Region,Thayet District,95.0454199,19.9094945
5,Magway Region,Thayet District,95.0468577,19.9090556
5,Magway Region,Thayet District,95.0487879,19.9068127
5,Magway Region,Thayet District,95.0502257,19.9063738
5,Magway Region,Thayet District,95.0516682,19.905031
5,Magway Region,Thayet District,95.0564516,19.9041654
5,Magway Region,Thayet District,95.0626658,19.9033143
5,Magway Region,Thayet District,95.0736557,19.9024982
5,Magway Region,Thayet District,95.0808161,19.9025555
5,Magway Region,Thayet District,95.0855956,19.9021432
5,Magway Region,Thayet District,95.087038,19.9008003
5,Magway Region,Thayet District,95.0894336,19.8999154
5,Magway Region,Thayet District,95.0899182,19.8990154
5,Magway Region,Thayet District,95.0980394,19.8986296
5,Magway Region,Thayet District,95.1030788,19.8962941
5,Magway Region,Thayet District,95.1165009,19.8864174
5,Magway Region,Thayet District,95.1238205,19.8826113
5,Magway Region,Thayet District,95.1299688,19.8656301
5,Magway Region,Thayet District,95.1361065,19.8578281
5,Magway Region,Thayet District,95.1375441,19.857389
5,Magway Region,Thayet District,95.1380325,19.8560354
5,Magway Region,Thayet District,95.1394709,19.8551459
5,Magway Region,Thayet District,95.1399592,19.8537923
5,Magway Region,Thayet District,95.1414045,19.8524493
5,Magway Region,Thayet District,95.1418929,19.8510988
5,Magway Region,Thayet District,95.1428582,19.849752
5,Magway Region,Thayet District,95.1452535,19.848867
5,Magway Region,Thayet District,95.1457365,19.847966
5,Magway Region,Thayet District,95.146215,19.8479707
5,Magway Region,Thayet District,95.1467034,19.8466202
5,Magway Region,Thayet District,95.1481418,19.8457276
5,Magway Region,Thayet District,95.153804,19.8303077
5,Magway Region,Thayet District,95.1593708,19.8127286
5,Magway Region,Thayet District,95.1634727,19.8007162
5,Magway Region,Thayet District,95.1605433,19.7846019
5,Magway Region,Thayet District,95.1614222,19.7819651
5,Magway Region,Thayet District,95.1649379,19.7819651
5,Magway Region,Thayet District,95.1692894,19.7813989
5,Magway Region,Thayet District,95.172795,19.7809428
5,Magway Region,Thayet District,95.1863955,19.7791731
5,Magway Region,Thayet District,95.2068331,19.7848957
5,Magway Region,Thayet District,95.2343726,19.7895839
5,Magway Region,Thayet District,95.2432665,19.7908547
5,Magway Region,Thayet District,95.2439431,19.7909513
5,Magway Region,Thayet District,95.2610332,19.7933932
5,Magway Region,Thayet District,95.2824201,19.8036481
5,Magway Region,Thayet District,95.3026352,19.8098012
5,Magway Region,Thayet District,95.3046603,19.8098127
5,Magway Region,Thayet District,95.3060809,19.8051981
5,Magway Region,Thayet District,95.3087159,19.7908519
5,Magway Region,Thayet District,95.3134003,19.7765058
5,Magway Region,Thayet District,95.3321381,19.768308
5,Magway Region,Thayet District,95.3365298,19.7677224
5,Magway Region,Thayet District,95.3427849,19.7665738
5,Magway Region,Thayet District,95.3434613,19.7662597
5,Magway Region,Thayet District,95.3539675,19.7645203
5,Magway Region,Thayet District,95.3854957,19.7588479
5,Magway Region,Thayet District,95.3941053,19.7557391
5,Magway Region,Thayet District,95.4094982,19.7500836
5,Magway Region,Thayet District,95.4183295,19.745688
5,Magway Region,Thayet District,95.4390023,19.735224
5,Magway Region,Thayet District,95.449033,19.7297497
5,Magway Region,Thayet District,95.4507043,19.7280784
5,Magway Region,Thayet District,95.4558294,19.7252033
5,Magway Region,Thayet District,95.4563274,19.7240464
5,Magway Region,Thayet District,95.4572884,19.7231466
5,Magway Region,Thayet District,95.4590361,19.7228813
5,Magway Region,Thayet District,95.4597621,19.7218203
5,Magway Region,Thayet District,95.4647027,19.7183618
5,Magway Region,Thayet District,95.4731438,19.7132331
5,Magway Region,Thayet District,95.4812411,19.7065751
5,Magway Region,Thayet District,95.4924845,19.6949536
5,Magway Region,Thayet District,95.4984256,19.6885555
5,Magway Region,Thayet District,95.500102,19.6867501
5,Magway Region,Thayet District,95.5059616,19.6817694
5,Magway Region,Thayet District,95.5138323,19.6842293
5,Magway Region,Thayet District,95.5149325,19.6874005
5,Magway Region,Thayet District,95.5152619,19.6903649
5,Magway Region,Thayet District,95.5197085,19.6929999
5,Magway Region,Thayet District,95.531566,19.6971171
5,Magway Region,Thayet District,95.5357937,19.6956638
5,Magway Region,Thayet District,95.5401298,19.6908589
5,Magway Region,Thayet District,95.5433961,19.6926065
5,Magway Region,Thayet District,95.55013,19.6882148
5,Magway Region,Thayet District,95.5571567,19.6814809
5,Magway Region,Thayet District,95.5603997,19.6818729
5,Magway Region,Thayet District,95.5605564,19.6817148
5,Magway Region,Thayet District,95.56294,19.6821799
5,Magway Region,Thayet District,95.5676818,19.6867198
5,Magway Region,Thayet District,95.570062,19.6876353
5,Magway Region,Thayet District,95.5714664,19.691709
5,Magway Region,Thayet District,95.5743122,19.6944329
5,Magway Region,Thayet District,95.5747814,19.6957908
5,Magway Region,Thayet District,95.575731,19.6966988
5,Magway Region,Thayet District,95.5767728,19.6899715
5,Magway Region,Thayet District,95.5800762,19.6872349
5,Magway Region,Thayet District,95.5823356,19.6838231
5,Magway Region,Thayet District,95.5858396,19.6804903
5,Magway Region,Thayet District,95.5882278,19.6795979
5,Magway Region,Thayet District,95.5891856,19.678701
5,Magway Region,Thayet District,95.5892284,19.6785042
5,Magway Region,Thayet District,95.602492,19.6854928
5,Magway Region,Thayet District,95.602499,19.6855413
5,Magway Region,Thayet District,95.6034522,19.6859987
5,Magway Region,Thayet District,95.6038909,19.6927772
5,Magway Region,Thayet District,95.6053174,19.6936856
5,Magway Region,Thayet District,95.6053103,19.6945895
5,Magway Region,Thayet District,95.608175,19.6941511
5,Magway Region,Thayet District,95.6105632,19.6932617
5,Magway Region,Thayet District,95.6115321,19.690557
5,Magway Region,Thayet District,95.6105856,19.689649
5,Magway Region,Thayet District,95.6106281,19.6815167
5,Magway Region,Thayet District,95.6136629,19.6776748
5,Magway Region,Thayet District,95.6203968,19.672112
5,Magway Region,Thayet District,95.6233246,19.666842
5,Magway Region,Thayet District,95.6256668,19.6656708
5,Magway Region,Thayet District,95.6289081,19.6678717
5,Magway Region,Thayet District,95.6301226,19.6669609
5,Magway Region,Thayet District,95.6345497,19.6671809
5,Magway Region,Thayet District,95.6378629,19.6659728
5,Magway Region,Thayet District,95.6434623,19.6659728
5,Magway Region,Thayet District,95.6469207,19.6669609
5,Magway Region,Thayet District,95.6506954,19.6636437
5,Magway Region,Thayet District,95.6541189,19.6636601
5,Magway Region,Thayet District,95.6550806,19.6618592
5,Magway Region,Thayet District,95.6560688,19.6550883
5,Magway Region,Thayet District,95.657053,19.6492213
5,Magway Region,Thayet District,95.6609021,19.6424652
5,Magway Region,Thayet District,95.6618628,19.6415652
5,Magway Region,Thayet District,95.6661506,19.6420379
5,Magway Region,Thayet District,95.6666199,19.6433927
5,Magway Region,Thayet District,95.6680469,19.6438537
5,Magway Region,Thayet District,95.670419,19.6465738
5,Magway Region,Thayet District,95.6766186,19.6456999
5,Magway Region,Thayet District,95.6785334,19.6443534
5,Magway Region,Thayet District,95.6813908,19.6448156
5,Magway Region,Thayet District,95.6818791,19.6425608
5,Magway Region,Thayet District,95.6828397,19.6416608
5,Magway Region,Thayet District,95.6846975,19.6413187
5,Magway Region,Thayet District,95.6852243,19.6412217
5,Magway Region,Thayet District,95.6861854,19.6398712
5,Magway Region,Thayet District,95.6885699,19.639429
5,Magway Region,Thayet District,95.690965,19.6376324
5,Magway Region,Thayet District,95.693346,19.6376437
5,Magway Region,Thayet District,95.6938342,19.6353889
5,Magway Region,Thayet District,95.6976527,19.6345006
5,Magway Region,Thayet District,95.699091,19.6327001
5,Magway Region,Thayet District,95.7010018,19.6322575
5,Magway Region,Thayet District,95.7043399,19.6318222
5,Magway Region,Thayet District,95.7062546,19.6304756
5,Magway Region,Thayet District,95.7110267,19.6295911
5,Magway Region,Thayet District,95.7119842,19.6286941
5,Magway Region,Thayet District,95.7127003,19.6285598
5,Magway Region,Thayet District,95.7126794,19.6283004
5,Magway Region,Thayet District,95.7149565,19.626522
5,Magway Region,Thayet District,95.7165394,19.6252858
5,Magway Region,Thayet District,95.7161643,19.6243289
5,Magway Region,Thayet District,95.7181528,19.620718
5,Magway Region,Thayet District,95.7256901,19.6184966
5,Magway Region,Thayet District,95.7286419,19.6155447
5,Magway Region,Thayet District,95.7286419,19.6105266
5,Magway Region,Thayet District,95.7305543,19.6037423
5,Magway Region,Thayet District,95.7348408,19.598424
5,Magway Region,Thayet District,95.7291047,19.5982037
5,Magway Region,Thayet District,95.7270372,19.5945721
5,Magway Region,Thayet District,95.7283467,19.5910444
5,Magway Region,Thayet District,95.7252864,19.5879727
5,Magway Region,Thayet District,95.7276819,19.5863819
5,Magway Region,Thayet District,95.7294368,19.5839442
5,Magway Region,Thayet District,95.7324793,19.580713
5,Magway Region,Thayet District,95.7348408,19.5786467
5,Magway Region,Thayet District,95.7339553,19.5771708
5,Magway Region,Thayet District,95.7269801,19.5751439
5,Magway Region,Thayet District,95.727166,19.5724478
5,Magway Region,Thayet District,95.7256902,19.5659538
5,Magway Region,Thayet District,95.7230335,19.561526
5,Magway Region,Thayet District,95.7274613,19.5553271
5,Magway Region,Thayet District,95.7298227,19.5491283
5,Magway Region,Thayet District,95.7392686,19.5411583
5,Magway Region,Thayet District,95.7428109,19.5364353
5,Magway Region,Thayet District,95.7372024,19.5272846
5,Magway Region,Thayet District,95.7321842,19.524628
5,Magway Region,Thayet District,95.7301179,19.5219713
5,Magway Region,Thayet District,95.7351361,19.5160676
5,Magway Region,Thayet District,95.7386783,19.5048506
5,Magway Region,Thayet District,95.7461334,19.4908045
5,Magway Region,Thayet District,95.7516838,19.4908769
5,Magway Region,Thayet District,95.7567882,19.4896103
5,Magway Region,Thayet District,95.7591721,19.4857155
5,Magway Region,Thayet District,95.7602063,19.4817446
5,Magway Region,Thayet District,95.7631889,19.4790172
5,Magway Region,Thayet District,95.765844,19.476652
5,Magway Region,Thayet District,95.7668742,19.4758051
5,Magway Region,Thayet District,95.7709177,19.4724826
5,Magway Region,Thayet District,95.7788866,19.4707658
5,Magway Region,Thayet District,95.7809959,19.4666309
5,Magway Region,Thayet District,95.7832885,19.463953
5,Magway Region,Thayet District,95.7871986,19.4627514
5,Magway Region,Thayet District,95.7921769,19.4603558
5,Magway Region,Thayet District,95.7948732,19.4596275
5,Magway Region,Thayet District,95.7972466,19.4538258
5,Magway Region,Thayet District,95.8012786,19.4506898
5,Magway Region,Thayet District,95.8032947,19.4455377
5,Magway Region,Thayet District,95.8091187,19.4379216
5,Magway Region,Thayet District,95.8140468,19.4332176
5,Magway Region,Thayet District,95.8122548,19.4287375
5,Magway Region,Thayet District,95.8122548,19.4233614
5,Magway Region,Thayet District,95.8144948,19.4193294
5,Magway Region,Thayet District,95.8139473,19.4163645
5,Magway Region,Thayet District,95.813005,19.4141024
5,Magway Region,Thayet District,95.8131508,19.4103693
5,Magway Region,Thayet District,95.8169588,19.4061133
5,Magway Region,Thayet District,95.8196468,19.4025292
5,Magway Region,Thayet District,95.8216456,19.3965169
5,Magway Region,Thayet District,95.8197456,19.396059
5,Magway Region,Thayet District,95.8192805,19.3928964
5,Magway Region,Thayet District,95.8147188,19.3886411
5,Magway Region,Thayet District,95.8144948,19.384833
5,Magway Region,Thayet District,95.8200948,19.3758729
5,Magway Region,Thayet District,95.8223349,19.3687048
5,Magway Region,Thayet District,95.8279349,19.3590727
5,Magway Region,Thayet District,95.833535,19.3554887
5,Magway Region,Thayet District,95.8420471,19.3467526
5,Magway Region,Thayet District,95.8456311,19.3386885
5,Magway Region,Thayet District,95.8496632,19.3326404
5,Magway Region,Thayet District,95.8552632,19.3239043
5,Magway Region,Thayet District,95.8563833,19.3194243
5,Magway Region,Thayet District,95.8552632,19.3149442
5,Magway Region,Thayet District,95.8552632,19.3106882
5,Magway Region,Thayet District,95.8586233,19.3062081
5,Magway Region,Thayet District,95.8579513,19.3021761
5,Magway Region,Thayet District,95.8563833,19.298592
5,Magway Region,Thayet District,95.8577273,19.29456
5,Magway Region,Thayet District,95.8591898,19.2909563
5,Magway Region,Thayet District,95.8530232,19.2867199
5,Magway Region,Thayet District,95.8492152,19.2833599
5,Magway Region,Thayet District,95.8503352,19.2782078
5,Magway Region,Thayet District,95.8548152,19.2670077
5,Magway Region,Thayet District,95.8568313,19.2623036
5,Magway Region,Thayet District,95.8577273,19.2591676
5,Magway Region,Thayet District,95.8521272,19.2560316
5,Magway Region,Thayet District,95.8510072,19.2508795
5,Magway Region,Thayet District,95.8469752,19.2479675
5,Magway Region,Thayet District,95.8454071,19.2443834
5,Magway Region,Thayet District,95.8471992,19.2403514
5,Magway Region,Thayet District,95.8532472,19.2320633
5,Magway Region,Thayet District,95.8555071,19.227418
5,Magway Region,Thayet District,95.8551576,19.2272509
5,Magway Region,Thayet District,95.8489742,19.2272281
5,Magway Region,Thayet District,95.8467511,19.2269112
5,Magway Region,Thayet District,95.8431671,19.2244472
5,Magway Region,Thayet District,95.8413979,19.2195224
5,Magway Region,Thayet District,95.8413941,19.2204264
5,Magway Region,Thayet District,95.8380641,19.2204149
5,Magway Region,Thayet District,95.8379805,19.2202544
5,Magway Region,Thayet District,95.836223,19.2222072
5,Magway Region,Thayet District,95.834655,19.2195192
5,Magway Region,Thayet District,95.832191,19.2125751
5,Magway Region,Thayet District,95.8319338,19.2077427
5,Magway Region,Thayet District,95.829055,19.207647
5,Magway Region,Thayet District,95.8250229,19.202271
5,Magway Region,Thayet District,95.8232309,19.1977909
5,Magway Region,Thayet District,95.8225589,19.1895028
5,Magway Region,Thayet District,95.8241269,19.1836787
5,Magway Region,Thayet District,95.8256949,19.1787507
5,Magway Region,Thayet District,95.8252469,19.1738226
5,Magway Region,Thayet District,95.8261429,19.1655345
5,Magway Region,Thayet District,95.8270818,19.1595495
5,Magway Region,Thayet District,95.8264253,19.1593912
5,Magway Region,Thayet District,95.8264291,19.1584872
5,Magway Region,Thayet District,95.8231027,19.158022
5,Magway Region,Thayet District,95.8226299,19.1571178
5,Magway Region,Thayet District,95.8202571,19.156206
5,Magway Region,Thayet District,95.8112277,19.1557215
5,Magway Region,Thayet District,95.8088511,19.1557103
5,Magway Region,Thayet District,95.8066135,19.1542807
5,Magway Region,Thayet District,95.8064875,19.1581868
5,Magway Region,Thayet District,95.8024554,19.1622188
5,Magway Region,Thayet District,95.8006104,19.1669733
5,Magway Region,Thayet District,95.7992954,19.1669674
5,Magway Region,Thayet District,95.7960013,19.1700765
5,Magway Region,Thayet District,95.7906113,19.1701569
5,Magway Region,Thayet District,95.7830512,19.175701
5,Magway Region,Thayet District,95.7809177,19.1758949
5,Magway Region,Thayet District,95.7807251,19.174574
5,Magway Region,Thayet District,95.7783564,19.1723078
5,Magway Region,Thayet District,95.7731301,19.1718349
5,Magway Region,Thayet District,95.7721842,19.1704768
5,Magway Region,Thayet District,95.766797,19.1695269
5,Magway Region,Thayet District,95.761127,19.1717949
5,Magway Region,Thayet District,95.7555293,19.1740243
5,Magway Region,Thayet District,95.7540985,19.1753713
5,Magway Region,Thayet District,95.752195,19.1758173
5,Magway Region,Thayet District,95.7507948,19.179229
5,Magway Region,Thayet District,95.7484008,19.180489
5,Magway Region,Thayet District,95.7455414,19.183016
5,Magway Region,Thayet District,95.7455043,19.1830158
5,Magway Region,Thayet District,95.7431354,19.1811999
5,Magway Region,Thayet District,95.7412316,19.1820963
5,Magway Region,Thayet District,95.7402706,19.1838971
5,Magway Region,Thayet District,95.7378937,19.1843395
5,Magway Region,Thayet District,95.7369365,19.1852397
5,Magway Region,Thayet District,95.7321758,19.1865748
5,Magway Region,Thayet District,95.728834,19.1897221
5,Magway Region,Thayet District,95.7240771,19.1901532
5,Magway Region,Thayet District,95.7226618,19.1878908
5,Magway Region,Thayet District,95.7188622,19.1874217
5,Magway Region,Thayet District,95.7145822,19.1874028
5,Magway Region,Thayet District,95.7136245,19.1892069
5,Magway Region,Thayet District,95.7107637,19.1905497
5,Magway Region,Thayet District,95.7045799,19.191427
5,Magway Region,Thayet District,95.703638,19.1891648
5,Magway Region,Thayet District,95.6965234,19.1859719
5,Magway Region,Thayet District,95.6898746,19.1841336
5,Magway Region,Thayet District,95.6894052,19.1832293
5,Magway Region,Thayet District,95.6879821,19.1827715
5,Magway Region,Thayet District,95.6841945,19.1791401
5,Magway Region,Thayet District,95.6827714,19.1786823
5,Magway Region,Thayet District,95.6827945,19.1737153
5,Magway Region,Thayet District,95.6809024,19.1718996
5,Magway Region,Thayet District,95.6799713,19.1682797
5,Magway Region,Thayet District,95.679018,19.1682759
5,Magway Region,Thayet District,95.6775911,19.1687221
5,Magway Region,Thayet District,95.6771106,19.1696224
5,Magway Region,Thayet District,95.6742646,19.1687068
5,Magway Region,Thayet District,95.6737918,19.1678026
5,Magway Region,Thayet District,95.6694609,19.1651169
5,Magway Region,Thayet District,95.6665629,19.1656209
5,Magway Region,Thayet District,95.6614663,19.1682138
5,Magway Region,Thayet District,95.6593808,19.1692749
5,Magway Region,Thayet District,95.6519807,19.1705847
5,Magway Region,Thayet District,95.6500145,19.1699505
5,Magway Region,Thayet District,95.6471766,19.1667766
5,Magway Region,Thayet District,95.6409968,19.1667463
5,Magway Region,Thayet District,95.6400659,19.1631297
5,Magway Region,Thayet District,95.6376932,19.1622143
5,Magway Region,Thayet District,95.6362742,19.1608525
5,Magway Region,Thayet District,95.6348512,19.1603946
5,Magway Region,Thayet District,95.6343821,19.1590367
5,Magway Region,Thayet District,95.6329591,19.1585789
5,Magway Region,Thayet District,95.6324897,19.1576746
5,Magway Region,Thayet District,95.628225,19.1549434
5,Magway Region,Thayet District,95.6182421,19.1548974
5,Magway Region,Thayet District,95.6163462,19.1539822
5,Magway Region,Thayet District,95.613493,19.1539705
5,Magway Region,Thayet District,95.6130121,19.1553212
5,Magway Region,Thayet District,95.609678,19.1566602
5,Magway Region,Thayet District,95.6077668,19.1584603
5,Magway Region,Thayet District,95.6053863,19.1593495
5,Magway Region,Thayet District,95.6039485,19.1611499
5,Magway Region,Thayet District,95.6001377,19.1624886
5,Magway Region,Thayet District,95.5987741,19.1629748
5,Magway Region,Thayet District,95.5958761,19.1685189
5,Magway Region,Thayet District,95.5919701,19.1694009
5,Magway Region,Thayet District,95.5894107,19.1718323
5,Magway Region,Thayet District,95.5863092,19.1705493
5,Magway Region,Thayet District,95.5858399,19.169645
5,Magway Region,Thayet District,95.5818899,19.1690229
5,Magway Region,Thayet District,95.5745997,19.1744906
5,Magway Region,Thayet District,95.5729805,19.1740968
5,Magway Region,Thayet District,95.5715615,19.1727349
